Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Feminino
Raça/Cor: Parda
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"10 horas";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;2;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;14
"11 horas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"12 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"13 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"14 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"15 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"16 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"17 horas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"18 horas";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"19 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"20 horas";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;7
"21 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3
"22 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"23 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"< 1 dia, horas ign";-;-;1;1;-;-;1;-;-;1;3;-;-;-;-;1;2;1;2;-;-;1;-;-;1;-;-;-;-;4;1;2;-;-;3;2;-;-;-;-;1;1;-;-;3;2;-;-;-;1;1;-;-;-;1;3;1;1;2;1;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;1;-;1;-;-;-;-;1;1;-;2;-;-;-;-;2;-;-;1;-;-;-;58
"1 dia";2;-;-;1;1;-;-;1;-;1;6;-;2;-;-;1;5;1;3;-;2;3;3;-;5;1;-;2;1;15;-;-;-;-;8;4;-;1;-;1;2;4;-;-;5;3;5;-;-;5;1;-;-;-;-;3;-;2;1;2;-;1;-;3;3;3;1;1;2;1;1;-;-;1;4;3;-;6;-;-;-;2;3;1;2;7;-;1;3;-;1;-;-;2;2;1;1;159
"2 dias";-;-;-;1;2;-;-;1;1;-;5;-;1;-;2;-;3;1;4;1;-;6;3;1;8;1;2;4;1;9;3;3;1;1;7;5;-;2;-;-;2;5;2;-;5;1;6;-;1;1;-;-;-;-;-;5;1;1;4;-;-;1;-;1;-;-;-;1;4;1;1;-;-;2;2;1;1;4;-;-;1;-;2;1;3;2;1;-;-;-;3;-;2;1;-;3;-;151
"3 dias";-;-;-;-;-;-;-;-;-;-;6;-;3;-;1;-;4;1;7;-;-;3;2;-;3;-;-;5;1;5;1;1;-;-;2;1;2;-;-;-;6;4;4;-;2;-;3;-;-;-;1;-;-;-;-;4;-;1;-;1;-;3;-;-;1;1;1;3;1;-;-;-;-;-;2;1;2;3;-;-;-;-;-;-;2;1;-;-;2;-;1;-;-;-;-;-;-;98
"4 dias";-;-;-;-;1;-;-;-;1;-;8;-;2;-;2;-;5;-;2;-;-;3;4;-;2;-;-;1;1;3;3;1;1;-;-;-;2;-;-;-;1;6;2;-;1;-;1;-;-;1;-;-;-;-;1;4;-;-;-;1;-;-;-;1;1;-;-;-;-;-;1;-;2;-;2;-;1;2;-;-;-;-;4;-;-;1;-;-;1;-;1;-;-;1;1;-;-;79
"5 dias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;2;4;-;-;2;-;-;1;-;2;2;2;7;1;1;-;-;1;1;2;-;-;-;1;2;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;1;-;1;-;1;-;2;-;1;-;1;-;-;1;1;-;1;2;2;-;1;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;58
"6 dias";-;-;-;-;-;-;-;-;-;-;5;-;1;-;-;-;1;-;7;-;-;1;-;2;1;-;-;1;1;3;1;-;-;-;3;1;-;1;-;-;-;6;1;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;1;1;1;2;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;54
"7 dias";-;-;1;-;-;-;1;-;-;1;1;-;-;1;-;1;1;-;1;-;-;2;2;1;4;-;-;-;1;3;-;3;-;-;1;2;1;2;-;-;3;4;1;-;3;-;-;-;-;1;-;-;-;-;-;-;-;3;2;-;-;-;-;2;1;1;-;1;2;-;-;-;-;1;1;1;1;1;-;-;-;-;1;1;-;1;-;-;1;-;1;-;1;2;-;-;1;68
"8 dias";-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;2;-;-;2;-;-;-;-;4;-;-;-;-;3;1;-;1;-;-;3;1;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;2;-;-;3;-;-;1;-;1;-;1;-;-;-;2;-;-;1;1;-;-;1;-;42
"9 dias";-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;2;1;-;-;-;1;1;2;1;-;-;-;-;1;1;2;1;-;1;-;2;1;-;-;1;2;-;-;4;1;5;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;1;-;-;3;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;44
"10 dias";-;-;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;2;-;1;-;-;-;4;-;-;1;1;2;-;-;-;-;2;1;3;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;1;-;2;4;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;39
"11 dias";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;-;2;-;1;-;-;5;1;1;1;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;1;-;28
"12 dias";-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;2;-;-;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;1;-;-;1;1;-;2;-;-;-;-;-;-;30
"13 dias";-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;2;-;-;1;2;-;1;-;1;-;-;1;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;-;1;2;-;-;-;-;1;-;-;1;-;-;-;31
"14 dias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-;1;-;2;-;-;2;1;1;-;-;-;-;1;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;24
"15 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;1;2;2;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;18
"16 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;3;-;-;-;-;1;1;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;1;-;-;-;21
"17 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;1;2;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;15
"18 dias";-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;1;1;-;-;-;2;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-;-;-;18
"19 dias";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;12
"20 dias";-;-;-;-;1;-;-;-;-;-;2;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;15
"21 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;9
"22 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;10
"23 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;13
"24 dias";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"25 dias";-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"26 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"27 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;10
"28 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"29 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;19
"30 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"1 mes";-;-;3;1;-;-;1;1;1;1;10;-;7;-;-;1;4;6;7;-;2;8;2;2;9;-;1;6;3;14;1;2;-;-;5;3;3;-;-;2;6;11;5;-;10;4;5;2;1;3;2;-;-;1;-;3;-;5;1;-;-;1;-;1;2;-;1;4;4;-;-;1;1;1;4;4;5;6;-;-;1;-;1;-;3;6;2;1;1;-;1;-;2;1;-;-;1;220
"2 meses";-;-;2;-;3;-;1;2;1;-;5;-;3;-;-;1;4;-;4;2;1;2;2;-;3;-;1;4;1;8;1;5;-;-;6;6;3;-;-;1;4;4;1;-;5;2;3;-;-;1;-;-;-;1;-;6;-;-;3;2;-;-;-;1;1;1;2;1;1;1;-;-;-;-;-;1;3;3;-;-;-;-;3;-;2;5;1;-;1;-;1;-;1;1;1;1;1;137
"3 meses";-;-;-;-;-;-;2;-;-;-;2;-;3;-;-;-;-;1;3;-;1;2;2;-;4;-;-;1;-;2;-;1;-;-;-;1;1;-;-;-;2;6;2;-;5;-;1;-;-;-;-;-;-;1;-;2;1;-;3;-;-;1;-;-;1;1;-;1;2;-;1;-;-;-;2;2;1;1;-;-;-;-;3;-;1;1;-;-;2;-;1;-;-;-;1;-;-;71
"4 meses";-;-;-;-;-;1;-;1;-;-;2;-;3;1;-;-;1;-;6;-;-;1;2;1;1;-;-;2;-;3;-;-;-;-;1;2;1;1;-;-;-;2;2;-;4;3;3;-;-;-;-;-;-;-;-;-;-;2;1;2;-;-;-;1;1;-;-;2;1;-;-;-;-;1;2;1;-;1;-;-;-;-;4;-;-;2;-;-;-;-;1;-;1;2;-;-;1;70
"5 meses";-;-;-;-;-;-;-;-;-;1;3;-;-;-;1;-;2;1;-;-;-;3;-;-;1;-;-;1;1;2;1;-;1;-;6;2;-;-;-;-;2;2;1;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;1;-;-;1;-;-;1;-;2;1;1;1;1;1;1;50
