Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Masculino
Raça/Cor: Parda
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"10 horas";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;15
"11 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;7
"12 horas";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;15
"13 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"14 horas";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"15 horas";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;7
"16 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;11
"17 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"18 horas";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"19 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"20 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"21 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"22 horas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"23 horas";-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"< 1 dia, horas ign";-;-;-;-;-;-;-;-;1;-;5;1;-;1;-;-;1;1;-;1;-;4;-;2;2;-;1;-;1;7;-;1;-;-;4;-;2;4;-;-;1;1;2;-;4;1;2;-;-;-;-;-;1;-;-;-;-;2;3;-;-;1;-;2;1;1;-;2;2;-;1;-;1;-;5;-;2;5;-;1;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;1;-;86
"1 dia";-;-;-;1;3;-;-;-;-;-;3;-;3;-;-;4;7;-;4;-;3;4;2;1;6;-;3;-;1;9;3;1;-;-;3;3;1;1;-;-;2;14;2;-;4;2;6;-;-;1;-;-;-;-;2;6;-;2;4;1;1;4;-;4;1;2;2;3;3;1;-;-;2;2;1;5;-;15;1;-;-;-;5;1;3;2;-;-;3;-;3;-;-;1;-;2;-;179
"2 dias";-;-;-;1;1;1;1;-;-;1;5;-;2;-;1;1;10;2;3;-;2;7;6;1;9;-;1;3;2;17;2;4;-;-;6;2;7;3;-;3;9;13;3;-;6;3;4;-;1;-;1;-;-;2;1;3;-;-;4;1;-;2;-;3;-;-;-;2;1;-;-;1;-;-;4;2;5;7;-;-;-;-;9;-;4;7;-;-;3;-;1;-;1;3;-;2;2;214
"3 dias";-;-;3;2;-;-;-;-;-;1;16;-;1;-;-;2;4;-;4;-;-;4;4;-;7;-;-;5;-;7;2;1;1;1;5;3;1;1;-;-;-;10;3;-;4;2;2;-;-;4;-;1;-;-;1;2;-;2;1;1;-;-;-;1;-;2;1;1;1;-;-;1;1;1;3;2;4;6;-;-;-;-;-;1;1;1;1;-;3;-;3;-;1;4;-;1;-;148
"4 dias";-;-;-;-;-;-;-;-;-;1;1;-;3;-;-;-;-;4;7;-;1;3;2;2;2;-;-;1;1;6;5;1;-;-;8;3;3;1;-;1;2;7;3;-;3;-;3;-;-;-;-;-;-;-;-;2;1;-;2;-;-;3;-;1;-;1;1;1;2;-;2;-;-;1;4;1;-;3;-;-;-;-;3;-;6;2;-;-;1;-;1;-;1;2;1;1;1;118
"5 dias";-;-;1;1;-;-;-;-;-;-;5;-;4;-;-;-;5;1;4;-;-;3;-;3;1;-;-;1;-;3;-;3;-;-;5;5;1;2;-;-;4;1;4;-;3;1;3;-;-;-;1;-;-;-;-;1;-;-;2;2;-;3;-;-;1;1;-;1;1;-;-;-;-;-;2;1;-;4;-;-;-;-;1;-;2;2;1;-;-;-;1;-;-;-;1;1;1;94
"6 dias";-;-;1;-;1;-;-;-;-;-;2;-;1;-;-;-;2;-;-;-;1;-;2;-;4;-;-;-;1;4;2;-;1;-;4;3;1;-;-;-;1;4;2;-;2;-;2;-;-;-;-;-;-;-;-;1;-;1;2;-;-;1;-;-;-;2;-;1;1;-;-;-;-;2;2;3;-;1;-;-;-;-;1;-;-;1;-;-;-;-;2;-;-;-;-;-;-;62
"7 dias";-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;-;-;3;1;-;-;-;1;-;4;-;-;1;1;4;-;1;-;-;2;2;2;-;-;-;-;3;-;-;1;1;2;-;-;2;1;-;-;-;-;-;-;-;1;-;-;1;-;1;-;1;1;-;-;-;-;-;-;2;-;1;3;-;-;-;1;-;2;-;2;1;-;-;1;-;1;-;-;3;-;-;1;59
"8 dias";-;-;1;-;-;1;-;-;-;-;2;-;-;-;-;-;2;1;3;-;1;1;2;1;3;-;1;1;1;5;1;1;-;-;1;-;-;2;-;-;1;4;2;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;1;-;1;1;-;1;-;-;-;-;1;-;57
"9 dias";-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;4;1;2;-;-;2;2;-;1;-;-;1;1;6;1;1;1;-;1;1;1;-;-;1;-;5;-;-;3;1;1;-;1;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;1;1;1;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2;-;-;-;56
"10 dias";-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;1;2;2;-;-;1;2;2;1;-;-;1;-;2;1;1;-;-;3;1;-;-;-;-;-;3;2;-;2;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;2;-;1;3;1;-;2;-;-;-;-;-;-;-;-;44
"11 dias";-;-;-;-;-;-;-;-;-;1;4;-;1;-;-;-;3;1;3;-;-;-;2;-;1;-;-;1;2;7;2;1;-;-;2;1;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2;1;1;-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;49
"12 dias";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;2;-;1;1;-;1;1;-;-;-;-;2;-;1;-;-;-;-;2;3;-;-;-;4;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-;-;-;-;-;-;1;1;-;3;1;-;1;-;-;2;-;-;1;-;-;1;1;-;-;-;-;-;-;-;39
"13 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;1;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;23
"14 dias";-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;3;-;-;-;-;1;1;-;4;-;-;-;-;1;-;-;-;-;2;-;-;-;1;-;-;3;1;-;1;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;32
"15 dias";-;-;-;-;1;-;-;-;-;-;4;-;1;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;2;-;1;-;-;-;-;1;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;1;-;1;1;-;-;-;27
"16 dias";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;-;-;-;-;-;1;1;-;-;-;-;1;1;-;-;-;-;-;23
"17 dias";-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;2;2;-;-;-;-;1;1;1;1;2;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;25
"18 dias";-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;1;-;2;2;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;2;-;1;-;-;-;-;2;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;3;-;-;-;-;-;-;-;-;29
"19 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"20 dias";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;1;-;-;-;-;-;-;1;-;2;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;21
"21 dias";-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;21
"22 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1;1;-;1;1;1;-;-;1;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;18
"23 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"24 dias";-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"25 dias";-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;16
"26 dias";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;16
"27 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;2;1;-;-;-;-;2;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"28 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"29 dias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;2;-;-;-;-;-;1;1;1;-;-;-;1;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"30 dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"1 mes";-;-;3;1;2;-;1;1;2;1;18;-;10;-;1;1;8;4;10;-;1;10;4;2;11;-;4;5;5;20;4;5;1;1;7;10;10;4;1;3;6;14;2;-;8;5;8;-;1;1;1;-;1;-;-;6;-;2;9;1;-;6;-;5;2;1;1;-;8;2;3;1;-;2;7;2;6;6;-;-;1;1;8;1;4;6;-;2;9;1;-;-;3;5;1;1;-;331
"2 meses";-;-;-;-;3;-;-;-;-;1;5;-;4;-;-;-;2;3;4;1;2;7;4;1;4;-;-;2;3;5;2;5;1;1;4;3;1;-;-;-;2;3;3;-;10;1;11;-;-;1;1;-;-;-;2;3;-;2;1;1;1;-;-;-;1;1;-;-;1;-;-;-;-;2;-;1;2;4;1;-;-;-;5;-;1;3;3;1;1;-;-;-;-;2;-;1;-;140
"3 meses";-;-;1;1;-;1;-;-;-;-;3;1;1;-;-;-;3;1;8;-;1;5;-;1;6;-;-;-;1;6;6;1;1;-;3;6;2;2;-;-;-;3;2;-;4;3;2;-;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;1;1;1;-;-;2;-;1;-;1;2;3;-;1;1;-;-;-;-;2;-;1;1;-;1;1;2;2;-;1;1;1;1;-;107
"4 meses";-;-;1;-;1;-;-;-;1;-;6;-;1;-;-;-;1;1;2;-;-;2;1;1;4;-;-;3;-;-;2;-;-;-;4;-;2;-;-;-;-;2;1;-;4;-;2;-;-;-;-;-;-;-;-;3;-;-;1;1;-;-;-;1;-;1;-;1;1;1;-;-;2;-;-;1;2;3;1;-;-;1;-;-;-;1;-;-;4;2;1;-;-;1;-;-;-;71
"5 meses";-;-;-;-;-;-;-;-;-;2;2;-;1;-;-;-;2;-;1;-;-;3;2;1;2;1;-;1;-;4;2;-;1;-;2;1;1;1;1;-;-;2;1;-;2;2;6;-;-;2;-;-;-;-;1;1;1;-;1;1;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;2;1;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;3;65
